---- AnyBody Output File ---------------------------------
Study: Main.Studies.KinematicStudy
Operation: Main.Studies.KinematicStudy.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.UpdData = 2
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.FileName = "..\Subjects\Subject 1\gait1\\gait1-output-euler-rightarm.txt"
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.NumberFormat.Digits = 15
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.NumberFormat.Width = 23
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.Values = 
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.Search = 
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.Format = 0
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.SepSign = " "
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.SepSpaceAutoOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.LineSepSign = ""
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.Header.VarSectionOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.Header.LinePrefix = ""
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.Header.ShortenNamesOnOff = Off
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.Header.ColumnIDString = "col"
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.KinematicStudy.t
col1  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.SternoClavicularProtraction
col2  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.SternoClavicularElevation
col3  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.SternoClavicularAxialRotation
col4  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.GlenohumeralFlexion
col5  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.GlenohumeralExternalRotation
col6  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.GlenohumeralAbduction
col7  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.ElbowFlexion
col8  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.ElbowPronation
col9  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.WristFlexion
col10  Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.WristAbduction
----------------------------------------------------------
Main.Studies.KinematicStudy.t Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.SternoClavicularProtraction Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.SternoClavicularElevation Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.SternoClavicularAxialRotation Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.GlenohumeralFlexion Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.GlenohumeralExternalRotation Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.GlenohumeralAbduction Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.ElbowFlexion Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.ElbowPronation Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.WristFlexion Main.Studies.KinematicStudy.JointAngleOutputs.OutputFile7.WristAbduction
1.155554400000000e+000 -3.148440594968688e-001 9.399283554591165e-002 -3.139637743986640e-001 1.143059437961513e-002 -2.347107710522932e-001 2.583753481147965e-001 2.837914728900073e-001 -7.723198743097022e-001 1.839510263698756e-001 3.665830310382601e-001
1.189582143750000e+000 -3.111847961099633e-001 9.240146670253369e-002 -3.165964111620583e-001 2.934359715032242e-002 -2.326240112288143e-001 2.521369235064928e-001 2.971992669854573e-001 -7.761825622003697e-001 1.813203758528890e-001 3.674440452341055e-001
1.223609887500000e+000 -3.055537312096208e-001 8.993065615972307e-002 -3.209560218191611e-001 5.543486967082001e-002 -2.382230726474093e-001 2.418057978085135e-001 3.120610695977020e-001 -7.802222043554702e-001 1.818174463447282e-001 3.674869561272089e-001
1.257637631250000e+000 -2.981187221612393e-001 8.665859630268358e-002 -3.268430318326930e-001 8.926048563789091e-002 -2.465035736213477e-001 2.278596841740581e-001 3.296652029109558e-001 -7.763257929344816e-001 1.922021240314078e-001 3.630413540020877e-001
1.291665375000000e+000 -2.895916944325829e-001 8.290386779650660e-002 -3.336270693640633e-001 1.278992184374859e-001 -2.547294370018291e-001 2.117834243412133e-001 3.489584707469320e-001 -7.696375861400707e-001 1.963249953613573e-001 3.626110244428082e-001
1.325693118750000e+000 -2.815404687160029e-001 7.937366793473055e-002 -3.398233376561142e-001 1.653817348754190e-001 -2.613428548230515e-001 1.971006532521367e-001 3.750335537291950e-001 -7.592649383988896e-001 1.972184968033244e-001 3.628326425950497e-001
1.359720862500000e+000 -2.750544514499675e-001 7.655634282557911e-002 -3.444436815592468e-001 1.973521930902695e-001 -2.699947665040174e-001 1.861523660436124e-001 4.059650123838476e-001 -7.437673623565103e-001 1.870745029461214e-001 3.692818172463449e-001
1.393748606250000e+000 -2.705573740089212e-001 7.460986002219072e-002 -3.475514653376253e-001 2.199761032961278e-001 -2.800978441126623e-001 1.787878377921909e-001 4.457606690835176e-001 -7.301043190957979e-001 1.895399172217955e-001 3.665307691249340e-001
1.427776350000000e+000 -2.678687305881933e-001 7.341568788945763e-002 -3.498376154051529e-001 2.314551522262514e-001 -2.887006756374728e-001 1.733687934181406e-001 4.892064452282258e-001 -7.185676169602081e-001 1.888877212650773e-001 3.650399991910838e-001
1.461804093750000e+000 -2.670482770411314e-001 7.297494358172840e-002 -3.516048640452851e-001 2.298453336582120e-001 -2.893765303802123e-001 1.691784309456207e-001 5.381971321932305e-001 -7.067469075922321e-001 1.869462032892173e-001 3.639665872335958e-001
1.495831837500000e+000 -2.673731572887659e-001 7.294801887157476e-002 -3.537145190948302e-001 2.170576390646133e-001 -2.819164744570702e-001 1.641812305365885e-001 5.913363476277286e-001 -6.933233176418560e-001 1.856272822902276e-001 3.619792487935030e-001
1.529859581250000e+000 -2.696756284627130e-001 7.372492223311933e-002 -3.551899331438839e-001 1.908197201992576e-001 -2.603092968815116e-001 1.606848104166699e-001 6.437156146795603e-001 -6.822543442994749e-001 1.814212143545764e-001 3.613780990809349e-001
1.563887325000000e+000 -2.724680168788944e-001 7.467544819420424e-002 -3.568669240981883e-001 1.595349829206936e-001 -2.343721643931604e-001 1.567082237174676e-001 6.819174260020081e-001 -6.717515188417860e-001 1.767354433496218e-001 3.609665620198972e-001
1.597915068750000e+000 -2.757979619335957e-001 7.589262064156843e-002 -3.576912771685469e-001 1.278469392768740e-001 -2.089167590189464e-001 1.547568900536856e-001 6.963532612966867e-001 -6.676167590162982e-001 1.721523300875230e-001 3.605129416223570e-001
1.631942812500000e+000 -2.795591508574869e-001 7.738632891372710e-002 -3.569614514601506e-001 9.999272444308183e-002 -1.890257487092047e-001 1.564894504101269e-001 6.821627231434831e-001 -6.687753348034030e-001 1.684269039482300e-001 3.608750618631737e-001
1.665970556250000e+000 -2.830901632897714e-001 7.886675816046251e-002 -3.551904915939838e-001 7.903071976406451e-002 -1.790347866061792e-001 1.606860350011113e-001 6.410546434193910e-001 -6.730279251130307e-001 1.661086114910459e-001 3.603941748742358e-001
1.699998300000000e+000 -2.861369609657798e-001 8.017041518651435e-002 -3.532960822339484e-001 6.269378021928129e-002 -1.784705087242658e-001 1.651751510520745e-001 5.857868225364372e-001 -6.785666958975475e-001 1.660382241435718e-001 3.574435855948411e-001
